id,url_id,user,text,created,updated,references
4RDEbBidEemNYufp3GuHHQ,6,olamajzoub,"The reference to ""tweet-storms"" here in regards to politics demonstrates how much the political landscape has changed with the infiltration of digital media in our everyday lives. Furthermore, this quote really highlights how there is so much information being thrown out online these days that it is difficult to engage in meaningful political discussions online without getting sidetracked by other threads or headlines.",2019-01-15 08:16:37.175994,2019-01-15 08:16:37.175994,
qRZebhidEemy3_ucgiTb_w,6,olamajzoub,"I find it very frustrating how social media platforms now contain more powerful algorithms that tailor our content to what they think we want to see based on our activity online. I find that all of my social media timelines have begun to look similar in regards to the content I am presented with, which narrows my opportunity to engage with different and diverse political content (or even just content in general).",2019-01-15 08:15:03.581276,2019-01-15 08:15:03.581276,
E9TrHBZBEemWcq8syXDTPQ,6,Jamesfeng,"this made me think of nowadays social media has reformed how news is being viewed, back then, old media usually provide a chance for the audiences to fully engage the content but now we get use to check news from our social media platforms, they are more focused on the speed of spreading the news rather than the accuracy, and the words limit made us end up scratching the surface.",2019-01-12 08:07:17.054565,2019-01-12 08:07:17.054565,
CbngWBYDEemTFWcPgdUVCA,6,aton,"With ""tweet-storms"" ruling political landscapes, it's interesting to see how social media plays as a mobilizing mechanism during electoral campaigns. ",2019-01-12 00:43:11.118720,2019-01-12 00:43:11.118720,
NXUb2hXwEem2BTvMfilfig,6,mateodededalmases,"The definition of a complex term like 'Democracy' has been, in my opinion, shaped by the liberal and market-focused ideology. This sets a number of contradictions that lead to the current crisis of representation, in which political parties and leaders are ranked extremely low on public opinion polls.  ",2019-01-11 22:28:24.229185,2019-01-11 22:28:24.229185,
rC41UBXvEemsm3vmGxWFIw,6,mateodededalmases,The constant expectation of a great future is also key for the sustainment of liberal democracy. The notion that such form of political organization is the most rational for the ultimate human goal of happiness. Capitalist ideology's survival relies on idealized images of the future.    ,2019-01-11 22:24:33.945410,2019-01-11 22:24:33.945410,
LeqIGhXvEemXdOOREyzFfA,6,mateodededalmases,"I think the word ""relatively"" is also very important because, for liberal democracy to survive, it needs to create the image/illusion there is a variety of opinions and freedom. As long as this relative diversion of opinion exists, the liberal discourse finds its way through time.   ",2019-01-11 22:21:02.201612,2019-01-11 22:21:02.201612,
JPO_1BXpEemlK5fkC6Gzag,6,jessicafan,"Also known as the ""echo chamber"" effect. This reminds me of the divisive problem that is prevalent in the United States where the left and right are so isolated. In theory, social media can be a place where these polarizing opinions can be discussed and negotiated, but I think it can actually have the opposite effect where certain interest groups within these platforms tend to stick to themselves, thus reinforcing their own opinions and ideologies. In the instance of Twitter, the people you choose to follow directly determines what shows up in your timeline.",2019-01-11 21:37:50.133247,2019-01-11 21:37:50.133247,
_xGjgBXUEemE0kcUGFkBVg,6,olamajzoub,"I find it interesting that this assumes everyone had a similar worldview when it could be that there just wasn't a dominant outlet which allowed citizens to express their diverse opinions. Social media today has allowed anyone with an internet connection to express their worldview which has unveiled a more diverse, opinionated public which could have been underlying all along. ",2019-01-11 19:13:36.363016,2019-01-11 19:13:36.363016,
lp5X0hXIEemQMH-mrFv3TQ,6,suzcmns432,"This is very interesting because social media has become so farmed out to marketing and other media companies who are willing to shell out large amounts of cash in order to increase influence and increase their own revenue. Turns out this has become a double edged sword that has now influenced the way we see news, facts, and opinions on our social media platforms.",2019-01-11 17:44:47.364538,2019-01-11 17:44:47.364538,
SrtqJhXIEemGK88xNdjnZQ,6,suzcmns432,"This ties in with the idea of the nation state vs globalization debate. The author argues that the rise of democracy is tied to the idea of nationalism, the idea of the nation state? ",2019-01-11 17:42:40.053142,2019-01-11 17:42:40.053142,
-fXK3BXHEem6lB84Q9jtKQ,6,suzcmns432," This reminds me of issues surrounding converging media systems, in which large conglomerates will own many newspapers at the same time. This leads to a filtering down of the news, creating shared conversations based on the same biases",2019-01-11 17:40:24.221718,2019-01-11 17:40:24.221718,
zHc5TBXHEemIY5vdKx67PA,6,calvin96,"I find this statement interesting because it is true to an extent. For platforms such as Facebook, Twitter, Instagram, and more, you may say and share what you want but there are regulations. If the shared content does not uphold the values of the platform there could be push back. For example on Twitter, during the elections in the United States, discourse regarding support and criticisms of certain political groups were deleted. People were experiencing their tweets being deleted and or accounts being suspended. This is interesting as although any individual can share, if the content does not fall in line with certain aspects it may be flagged and removed.  ",2019-01-11 17:39:08.229163,2019-01-11 17:39:08.229163,
StpFQhVxEem8PCs2AFPkZg,6,janiceaych,"The choice of language in this sentence is interesting: Firstly, the word ""claim""makes me think that the government makes claims but fails to do the job. And secondly, that when I read ""real"" people, I think of the majority which is usually lower-middle class, and not the minority population of the wealthy. ",2019-01-11 07:19:53.361927,2019-01-11 17:30:05.579440,
qELs3BRbEemvPH8sHHqUDw,6,brooklynoneill,"This reminds me of a statement from Alboim's text, which I found powerful to the current context of social media and democracy: ""If you don’t know what you don’t know and are unwilling to delegate others to tell you, you begin to narrow your universe to one driven by your preconceived interests (51).""",2019-01-09 22:12:30.714258,2019-01-11 17:29:31.712072,
EJmCTBW5Eem_5XOUmpzGXA,6,cathleenmo,"This is an interesting point, as nationalism has grown beyond its original meaning, and perhaps Mounk's intended use of that meaning. In the current context, with economic nationalism being a hot topic in the US, I see where we, as readers, create other implications for the use of the term.",2019-01-11 15:53:40.229918,2019-01-11 15:53:40.229918,"['K9EO-hUnEem6OVsHjxFZvg', 'kQfXtBVsEemyuIP7qObyTA', 'Z6bMuBV2EemRcD8TTM1Whg']"
hedUgBW4EemmFVs1Lk52Mw,6,cathleenmo,"How can this happen? ""Breaking news"" is a never-ending race for our mainstream broadcasters, and with social media creating a tighter timeline than ever, fact-checking and editing is taking a backseat. Unless you are closely following a story, clickbait and headline news mean even corrections are not as widely seen as an original headline. Additionally, with our broadcasters taking more defined stances in political leaning, this only polarizes us further, enforcing echo chambers that sustain polarity.",2019-01-11 15:49:47.375537,2019-01-11 15:49:47.375537,
poqnDBW2EemCnpf199poIA,6,cathleenmo,"These echo chambers work contrary to what we believe social media to do, which is create conversations beyond physical boundaries. Constantly seeing content and information that further affirms what people already believe without challenge creates a restricted understanding of facts and perspectives. I wonder what the original intention of these algorithms were, before becoming such a large player in political conversation and election campaigns.",2019-01-11 15:36:22.691317,2019-01-11 15:36:22.691317,
_nEm5hWHEemEN5up0bXfwA,6,shoyamamoto,"I think it's important to look at things beyond the binary scope of politics and understand right and left. And I believe in having more collaborative or inclusive communities, and have the ability to work within them, will start to give way to different ways to understand a certain ideologies. ",2019-01-11 10:02:24.327762,2019-01-11 10:02:24.327762,
XNjqCBWHEemAmQ_YhCJHkw,6,shoyamamoto,Which is probably a good thing because usually the decisions made by powerful people and interest groups typically don't represent the many.,2019-01-11 09:57:53.236272,2019-01-11 09:57:53.236272,
Bf8QmhWHEemAmGscCBDSXg,6,shoyamamoto,"I do believe that in order to catalyze social change, having a digitally literate society would result in more responsible action on behalf of its participants, and that in general more people could contribute in collective communities. Part of this is having people understand the realities that are possible with technology. ",2019-01-11 09:55:27.391832,2019-01-11 09:55:27.391832,
IQw7AhWGEemni98OGBynkA,6,shoyamamoto,"I also haven't read much about alleviating unequal distribution of economic growth, but anything that is related to economic reform does not sound like an easy solution. I feel the process of these types of things take years to implement, if ever. ",2019-01-11 09:49:03.543361,2019-01-11 09:49:03.543361,['1H0U9BUnEemC56dLrqYiYA']
Z6bMuBV2EemRcD8TTM1Whg,6,olamajzoub,"I find it very interesting that Mounk swaps the word ""nationalism"" out for ""patriotism"" in his TedTalk. I imagine this may be because the word patriotism would be more well received by a general audience. However, I am also curious to know the way in which Mounk defines nationalism and how that correlates to the idea of inclusivity and unity.  ",2019-01-11 07:56:30.026391,2019-01-11 07:56:30.026391,"['K9EO-hUnEem6OVsHjxFZvg', 'kQfXtBVsEemyuIP7qObyTA']"
HtJTxhVyEem8IwNkGuOexA,6,janiceaych,"This reminds me of this Week 2's Reading by Alboim (2011), where the direction of media consumption is more individualized than for a daily national audience, but also how media/journalism moreso write about what they think will sell, and not necessarily what may be considered ""important"" news. ",2019-01-11 07:25:49.867137,2019-01-11 07:25:49.867137,"['qELs3BRbEemvPH8sHHqUDw', 'dddoWBUzEemf0QsHe994mw']"
kQfXtBVsEemyuIP7qObyTA,6,heykevin,"It find his choice of words somewhat interesting because in his TedTalk, Mounk calls for building an ""inclusive patriotism"" (instead of nationalism) by emphasizing what unites people across racial and religious lines rather than what divides them. While the definitions overlap somewhat, I have come to understand nationalism as being a step above patriotism in the sense that it promotes a devotion to one's nation above all else (including other countries perhaps) and I am curious as to what Mounk's view is when it comes to the distinction between these two ideas. ",2019-01-11 06:46:04.479973,2019-01-11 06:46:04.479973,['K9EO-hUnEem6OVsHjxFZvg']
d7JXxBVpEem1kX80FxwXCg,6,sebastianmbarreto,"I believe a leading reason of the rise of right-wing forces inducing a strong sense of nationalism throughout The West is related to increasing waves of global immigration and the current refugee crisis. The statement “a vision for an integrated society in which nationalism unites people rather than divides them” directs my train of thought towards a blending of the theoretical ideologies of the “Canadian mosaic” and the “American melting pot.” The mosaic model is based on the belief that a country becomes stronger when immigrants bring their cultural diversity with them for all to learn from in a heterogeneous society. The melting pot model forwards the idea of combining foreign elements together into a homogeneous culture driven by fusion and assimilation. I believe both tracks hold problematic elements. The mosaic model can create distance between culturally differing peoples as cultural bonding processes are not required to function in society. The melting pot model primarily forwards a united identity in order to possess social capital, leaving less space for individual cultural practices and beliefs. I posit a further integrated society where nationalism unites will find a middle ground between the two aforementioned social practices. ",2019-01-11 06:23:53.341941,2019-01-11 06:23:53.341941,
uu58TBVlEemCZCd4oTdeqQ,6,sophiet,"Social media has changed the media landscape, a new form of public sphere. Media plays an important role in powering social change. Media platforms make it possible for an individualized message to be communicated in an accessible way, encouraging dialogue and opinion; liberal democracy. ",2019-01-11 05:57:07.961672,2019-01-11 05:57:07.961672,
rf73mhVDEempL0s059XG6g,6,kimoakley,This is a critical point because it explains that nationalism must be general and all-encompassing in order to confront the traditional discourse in the left and right that continues to encourage a polarized society.,2019-01-11 01:53:23.625669,2019-01-11 01:53:23.625669,
Nxw0ohU1EemP_5tbj59s-A,6,naomidolan,"This is an interesting 'most difficult' task to undertake as I feel a notable amount of our 'civic faith' has grassroots in how we consume our media. Considering a rise in gathering information from social media sources, I feel as though the 'difficult' part in this equation is the dichotomy between social media sites and tangible policy change - as these sites are often regarded as illegitimate. It makes me question if policy change and social media can ever co-exist; as it seems these sites could in fact be the solution. ",2019-01-11 00:09:51.160085,2019-01-11 00:09:51.160085,
dddoWBUzEemf0QsHe994mw,6,rgentlem,Thanks for highlighting that quote - it really does hit close to home.,2019-01-10 23:57:17.569273,2019-01-10 23:57:17.569273,['qELs3BRbEemvPH8sHHqUDw']
Uh7hNBUzEemED7eXv2F-Tg,6,rgentlem,"I understand this to refer to lower voter turnout and lower civic engagement rates across the ""Western"" world. My previous work looking at young voters would suggest that democratic disenchantment (the failing of the liberal democracy itself) and low voter turnout are a never-ending cycle. How on earth can we revive this 'civic faith' to the point of repairing this broken wheel?",2019-01-10 23:56:17.532689,2019-01-10 23:56:17.532689,
xi8lihUyEem1-Gc62SJAIA,6,rgentlem,"I like the points both Sarah and Jam have made on this term - its current social associations with 'othering' and yet the potential power that could be found in reclaiming it.

On the other hand, I think nationalism itself means different things to people of different nations. I think of American nationalism as xenophobic and racist, but I don't feel the same way about my Canadian patriotism. Maybe nationalism isn't the word I generally think of when referring to my national pride and identity, but there is something to be said for how societies view their country and how they embody their ""nationalism.""",2019-01-10 23:52:22.714051,2019-01-10 23:52:22.714051,
1H0U9BUnEemC56dLrqYiYA,6,jamparkinson,I find it interesting that alleviating the unequal distribution of economic growth is seen here as an easy solution. Maybe it's just because I haven't read much about the topic but fixing something that drastic doesn't seem simple to me.,2019-01-10 22:34:02.146602,2019-01-10 22:34:02.146602,
K9EO-hUnEem6OVsHjxFZvg,6,jamparkinson,"Interesting, I can't imagine nationalism being embraced leading to anything other than more xenophobia and exclusion. But Sarah brings up a good point about whether or not reclaiming the word can actually lead to something positive since linguistic reclamation has historically united and empowered people.",2019-01-10 22:29:19.187039,2019-01-10 22:29:19.187039,
f6ErahR8Eemv5oNEIoaD7Q,6,SarahCampbell,From Mounk's article (https://www.nytimes.com/2018/03/03/opinion/sunday/liberals-reclaim-nationalism.html) it sounds like he is arguing that liberals just need to reclaim use of the word and use it in a positive way. Is it just a matter of semantics? 'Inclusive nationalism' to describe a multicultural society?,2019-01-10 02:07:35.990077,2019-01-10 02:07:35.990077,
1VkuVhR6EemrN7NQgadz6A,6,SarahCampbell,This makes me think about how many people now access political news/content through social media. The content can be targeted and algorithms created to show an individual posts that are in line with their existing views,2019-01-10 01:55:40.765375,2019-01-10 01:55:40.765375,
zMt19BRdEemZlJtOu-QjPw,6,brooklynoneill,"This is an interesting statement, as I have never thought of the self-created 'echo chamber' of social media as a means to develop extreme thoughts and ideas or radical opinions. ",2019-01-09 22:27:51.033825,2019-01-09 22:27:51.033825,
Yi6aLBtNEemCRisstFeEQQ,11,niamnopp,"The policies should not just protect Ontario and Quebec, it should for everyone in Canada. Why would the diary is expensive in Canada when it is made here. I feel like it is because of the privatized, self-interested competition between farmers, we (consumers) are suffering from inflation and high prices of dairy Which shouldn't be the case. Since it is locally made It should be available and affordable for consumers in Canada. ",2019-01-18 18:17:58.326366,2019-01-18 18:17:58.326366,
-KrTChsFEemun09mZUstGw,11,sebastianmbarreto,"Canada's dairy lobbying is some of the richest and most powerful in the country. They play off the values and romanticism Canadians feel towards Canadian products.Through lobbying the dairy industry is able to shape opinions, perceptions and arguments in their favour, ultimately keeping dairy prices high.It is in the dairy industry's best interest to continue forwarding myths about supply management and protecting farming families

I found this article explained supply management well:https://www.cbc.ca/news/politics/canada-supply-management-explainer-1.4708341",2019-01-18 09:46:47.052346,2019-01-18 09:46:47.052346,
ZSZa7hsCEemudiPVVATaHw,11,saniyaJ,"As a person who had never heard about the ""Supply Management"" in Canada, I was confused with this article from the very first paragraph. I was questioning myself: ""Why is this an issue here? Is there any need to write an article about it?"". Honestly, it still does not make any sense why the author compares the Conservative party with the Soviets all the time. It will be better if the author explained the given issue more in depth, rather than  satirize the whole case. ",2019-01-18 09:21:11.074176,2019-01-18 09:22:13.013109,
LSFWRhrnEemWyJeRzaHJ0w,11,heykevin,"I think politicians in general are afraid of upsetting any groups that have considerable resources to smear them if they got on their wrong side. This reminds me of this week's readings which touches on concerns regarding political marketing, namely the first concern which was unelected advisers. Based on some of their marketing campaigns I've seen, Dairy Farmers of Canada has positioned themselves as preserving the livelihoods of Canadians and providing the nation with important resources and feeding families. It's like an example of how political marketing practices in the hands of outsiders has led the Dairy Farmers of Canada to have such a strong influence on politics. ",2019-01-18 06:06:20.794852,2019-01-18 06:06:20.794852,['t3faWhoFEemnv_MXTKUnwg']
2pjfxhrWEemYmqPhw4XaOw,11,jessicafan,"The writing throughout this article, but especially in this paragraph, is filled with satire. Reminds me of our in-class discussion about how satire can be used to inform and involve the public in political matters. In this context, the author's use of satire is used to persuade the reader about the ""ridiculousness"" of dairy supply management. Its use of language such as the recurring referral to the DFC as the ""dairy cartel"" certainly sets the tone and a sense of urgency to the reader about the matter. ",2019-01-18 04:09:30.331411,2019-01-18 04:32:50.966082,
fDsophqwEemq8q_ZeWWeBw,11,naomidolan,"This is a very intriguing point, which I would have loved to be further expanded on. It speaks volumes to the political 'pickle' that Canada is in on a larger scale. Jen does a remarkably well job in creating urgency and a call for action surrounding more concealed political issues.",2019-01-17 23:34:51.115262,2019-01-17 23:34:51.115262,
qj5WmhqeEemMz8Pi8hL9NQ,11,brooklynoneill,"The food libel laws of the U.S. are important to keep in mind during these conversations because allows those critical of the dairy industry to question why there are laws in place to make it easier for food producers to sue their critics. Here, it is evident that not only do these cultural norms surrounding dairy effect consumers, but politicians are also complicit in the critical analysis, or lack of, against these industries.  ",2019-01-17 21:27:17.346337,2019-01-17 21:27:17.346337,
-ufVwhqdEemDmv9b5YOLnw,11,brooklynoneill,"It is broad and inaccurate to say Canadians don't care about where their dairy and poultry comes from. Rather, Canadians should be encouraged to question those behind the industry and the power these industries hold. I disagree with the writer, I think there are many Canadians, certainly in Vancouver who are conscious and interested in the source of their food. ",2019-01-17 21:22:23.111735,2019-01-17 21:22:23.111735,
TZN_XhqCEemU0jf2oDuvqg,11,brooklynoneill,"Interesting, funny and telling use of the word 'cartel'. If the writers position wasn't clear before, this phrase certainly clarified their stance on these industries. ",2019-01-17 18:04:15.990276,2019-01-17 18:04:15.990276,
d-NtEhoREemc3KM9rhfV6g,11,kendalls,"A fair point, but instead of referring to it as simply ""Soviet-Like,"" the writer could've offered a better explanation of supply-management. ",2019-01-17 04:36:33.820495,2019-01-17 04:36:33.820495,
SHixchoREemc24MOQ0JGXA,11,kendalls,"This statement confuses me. While this issue seems to only impact a specific group of people (dairy farmers) in the nation, why would the writer suggest that these issues ""bear no connection to the real world fascinations of ordinary people""?
",2019-01-17 04:35:14.131362,2019-01-17 04:35:14.131362,
rJfQ5BoQEemgAguzv6OCow,11,kendalls,"I can't help but wonder if tweeting out images from these conventions is appropriate? Although interesting to know, and somewhat a form of ""citizen journalism,"" I'm curious if Bexte was reprimanded for posting this. 
 ",2019-01-17 04:30:52.773779,2019-01-17 04:30:52.773779,
t3faWhoFEemnv_MXTKUnwg,11,emmacheung,"The dairy industry is one of Canada's biggest, so it's only natural that they can basically be seen as another political party with their level of influence and upper hand politics. Are the major parties in Canada afraid of the dairy farmers/lobby groups?",2019-01-17 03:12:26.497229,2019-01-17 03:12:26.497229,
2z0HwhoEEemTGXexg4TeKQ,11,emmacheung,"Before social media, this would not have been an option to so easily out a private email to the public. This is helpful for Canadians to know the truth, but it is a rather nasty way to do politics.",2019-01-17 03:06:17.094619,2019-01-17 03:06:17.094619,
o5812hnpEemnE3sCFiPIZA,11,calvin96,"I find this statement really interesting as I wonder how much of the public understand why our dairy prices are relatively higher. Does the public understand that the idea of consumers paying higher prices is directly going towards helping dairy farmers stabilize their own income? This affects low income families the most as they are paying for a premium to help protect dairy farmers profits. Do we really need to be helping these farmers? The average Canadian household income is $69,100 compared to an average dairy farming household income of $180,400. This is a very interesting dilemma in my opinion. ",2019-01-16 23:51:27.338924,2019-01-16 23:51:27.338924,
0YLmyhhREem0XYsELW0Kkw,63,mstoughton,"By allowing referees, who do not have the training or knowledge that would make them fit to make these decisions, to decide whether or not players should be allowed to play while wearing hijabs, they are showing the players that their involvement is not important enough to be held to a higher standard of judgement.",2019-01-14 23:12:09.695225,2019-01-14 23:27:33.356105,
WklCyBhTEemlr5tHZpCo1Q,63,mstoughton,"By allowing referees, who do not have the training or knowledge that would make them fit to make these decisions, to decide whether or not players should be allowed to play while wearing hijabs, they are showing the players that their involvement is not important enough to be held to a higher standard of judgement.",2019-01-14 23:23:08.689490,2019-01-14 23:23:08.689490,
hSfoXBhREemuSSfvTe7KTA,63,mstoughton,"Even in sports in America, where the women on the teams are mainly white, their is still a large discrepancy in pay.",2019-01-14 23:10:01.547947,2019-01-14 23:10:01.547947,
VZ6GmhhREem_f_No9yXyNA,63,mstoughton,"She is encouraging the idea that their is space for people of colour and different religious beliefs in sport, as white people currently appear to be wanting to save sport as a space for them alone.",2019-01-14 23:08:41.804244,2019-01-14 23:08:41.804244,
FKTWdhhREemb_gdeyjWdhQ,63,mstoughton,"The banning of the hijab also bans women from participating in something that is such a valued piece of themselves, hindering their self-esteem. ",2019-01-14 23:06:52.788781,2019-01-14 23:06:52.788781,
6hEWchhQEemQQyfFKIz6cg,63,mstoughton,"Here Ahmed highlights the lack of reasoning behind banning the hijab, which further proves her point that this ban is simply in place to hinder women in competing in the sport of their choice.",2019-01-14 23:05:41.396008,2019-01-14 23:05:41.396008,
WnjhPgUsEem-ya_SzLaCow,75,heatherstaines,"With Hypothesis, you could engage like this.",2018-12-21 14:26:06.091966,2018-12-21 14:26:06.091966,
2FxmqBUgEemakAMUtNVNpw,98,chrisaldrich,This is also one of the best things I consumed this past year.,2019-01-10 21:44:02.294432,2019-01-10 21:44:02.294432,
UUmtDJVUEeiylCvMgas1WA,98,jg1234,cool map,2018-08-01 06:30:00.550190,2018-08-01 06:30:00.550190,
KJSUDljxEeaTfQsCbeqOgQ,98,eeeps,Yay!,2016-08-02 20:39:07.256192,2016-08-02 20:39:07.256200,
NtYowPl8EeexBWNzaiTMcw,77,tmcgrath,"Could be argued that there has been a devolution rather than a revolution in morals; that the revolution of means of technology has perpetuated society's capacity and acceptance of wrongness, which in turn has fueled the sort of apathy that made the Trump presidency possible. ",2018-01-14 22:42:34.865969,2018-01-28 08:17:42.239433,
dX5PSPg4EeefdMugaHMDgQ,77,Leena,"This is funny, but true to this day. As freedom of speech, even in democracies, comes under attack by ruling alt-right governments or regimes, dissent of any kind is suppressed. Media, till date, in some countries, serve theruling.gov.",2018-01-13 08:05:02.945621,2018-01-19 22:27:45.078400,
Tc15CPnLEeelnqew3kYDMQ,77,a.ste,".........is this post-Trump reality, too? *sigh*",2018-01-15 08:08:43.540490,2018-01-15 08:08:43.540490,
Ga2fkPnLEee5--O5HhDVQA,77,a.ste,"On a personal note, I struggle with this concept of overwhelming access to knowledge on a daily basis. I think it's particularly hard for me to get lost down rabbit holes as I am indeed a keen learner. I am, however, identifying a need to focus my reading time in a more active manner. The opposite of the village idiot is the know-it-all savant... and in my opinion, they're both bad. One knows nothing, the other knows a little about everything but not much about any one thing. This is my personal challenge in designing a career... the conscious decision to start ignoring some things.",2018-01-15 08:07:16.138414,2018-01-15 08:07:16.138414,
GkCL5PnKEeeFS_tGu6BMqQ,77,a.ste,"There has been extended discussion on the extreme difference between what ""the Internet"" set out to be - i.e., a tool of knowledge dissemination - and what it ended up becoming, i.e. a free-for-all and an infinity of avenues to exploit and unravel the illegal and indecent. On the one hand, this polarity can be regarded as ""freedom of speech"" but on the other, it has victimized and subjugated many.",2018-01-15 08:00:07.603566,2018-01-15 08:00:07.603566,
XDvFiPnIEee2NBPXG7jnSg,77,Octavio_West,"The uses given to Television had expanded and the experience is no longer the same that it was 40, 50 or 60 years ago. People no longer sits to see whatever is broadcast by a company with a fixed schedule, today it works more like an extension of the internet we are discussing,call it Netflix, Steam, etc. ",2018-01-15 07:47:39.268248,2018-01-15 07:48:35.937069,
rh0oSPnHEeeUMDen2Jh9BQ,77,Octavio_West,"Part of this ""malice"" should include the huge amounts of ads in this page, trying to sell me all kind of things I don't need or desire. 
But yes, what it is in our minds leads the way we experience the web and the kind of things we try to get from it. However, that creates an issue because once I get it, the risk of AMPLIFICATION becomes far greater.",2018-01-15 07:42:47.218909,2018-01-15 07:43:54.217598,
vX_V8vnGEee59jOOV3hXTQ,77,Octavio_West,"Not necessarily.
",2018-01-15 07:36:03.492611,2018-01-15 07:36:03.492611,
mYz39vnGEeeAiWu3VbMhZA,77,Octavio_West,"Probably, because there is a rush to ""advance"" forward, but no clear goal to aim to. ",2018-01-15 07:35:03.151730,2018-01-15 07:35:03.151730,
VqF4vvnFEeekg8dsygM5_w,77,Octavio_West,"This is exactly what the dangers of the current web contents are about. Discrediting Heidegger because he joined the ""Nazi"" appealing to the common agreed premise: If Nazi->Evil thus, by a simple conditional Syllogism, Heidegger -> Evil. Despite his allegiance to the Nazi Party, Heidegger is one of the most important philosophers of our era, his work on Hermeneutics fundamental to understand what is happening today in the WWW and recognized even by Jewish philosophers such as Ludwig Wittgenstein. ",2018-01-15 07:26:01.427838,2018-01-15 07:30:08.604369,
